,,taxonID,scientificName,plotID,Easting,Northing,indvidualID,pointID,stem_distance,stem_azimuth,basalDiameter_cm,90degBasalDiameter_cm,diameterBreastHeight_cm,diameterBreastHeight_Height_cm,canopyDiameterMax_m,90degCanopyDiameter_m,canopyHeight_VD1,canopyHeight_VD2,stemRemarks,unknownID,stemStatus,canopyForm,living_percent,canopyInPlot_percent,healthStatus,materialSampleID,qf_DBH,qf_stemMap
143,143,ARVI4,Arctostaphylos viscida,SOAP283,297778.9,4101200.1,51,center,8.6,149.5,4,5,0,0,1.7,1,0,0,hemi 0 live,814,snag,NA,NA,NA,NA,NA,0,0
144,144,ARVI4,Arctostaphylos viscida,SOAP1695,299178.3,4100968.3,150,center,4,348.7,21,29,NA,130,4.2,3.3,2.6,-1.2,,1209,NA,Sphere,80,100,,,0,0
145,145,ARVI4,Arctostaphylos viscida,SOAP1343,299598.5,4100975,788,center,3.3,19.3,0,0,11.8,10,30,20,0.9,0,dead barely any branches,1079,NA,Cone,0,100,,,0,0
146,146,ARVI4,Arctostaphylos viscida,SOAP1515,297510.2,4101249.5,2,center,8.1,166.3,17,13,NA,130,2.1,1.9,-0.4,-1.7,"6 stems (ddh's= 3.6, 4.1, 8.8, 4.0, 3.8, 3.1)",1085,NA,Hemisphere,95,100,,,0,0
147,147,ARVI4,Arctostaphylos viscida,SOAP255,300144.1,4101387.1,1309,center,8.8,2.6,80,18,NA,130,4.5,2.5,3.1,0,3 stems,776,NA,Cone,45,100,,,0,0
148,148,ARVI4,Arctostaphylos viscida,SOAP1695,299183.1,4100974,128,center,10.4,22.5,15,12,NA,130,2.6,2.2,1.6,-1.5,,1187,NA,Cone,45,100,,,0,0
149,149,ARVI4,Arctostaphylos viscida,SOAP1515,297517.2,4101264.8,17,NE,3,213.1,15,12,NA,130,1.9,0.7,0.1,-1.6,"6 stems (dba's = 3.4, 2.2, 4.4, 2.1, 4.9, 3.9)",1100,NA,Cone,85,100,,,0,0
150,150,ARVI4,Arctostaphylos viscida,SOAP283,297777,4101207.5,57,center,2.4,89.3,29,23,0,0,2.7,4,2.5,0,f102 cone 99 live,820,,NA,NA,NA,NA,NA,0,0
151,151,ARVI4,Arctostaphylos viscida,SOAP1695,299175.9,4100970.7,132,center,7.1,333,68,39,NA,130,4.5,3.4,1.8,-1.4,,1191,NA,Sphere,85,100,,f141,0,0
152,152,ARVI4,Arctostaphylos viscida,SOAP1695,299183.2,4100972.6,127,center,9.2,26.2,48,34,NA,130,4.8,4.3,4.2,-0.6,,1186,NA,Hemisphere,75,100,,,0,0
153,153,ARVI4,Arctostaphylos viscida,SOAP299,297507,4100687.4,200,SE,3.4,319,48,53,NA,130,1.2,1.6,1.3,0,stems arising from litter,839,NA,Sphere,100,100,,,0,0
154,154,ARVI4,Arctostaphylos viscida,SOAP1515,297506.9,4101264.8,23,NW,8.6,107.3,22,14,NA,130,1.6,1.6,1.7,0,"6 stems (dba's = 1.8, 2.5, 1.8, 4.1, 3.3, 7.9)",1106,NA,Cone,85,100,,,0,0
155,155,ARVI4,Arctostaphylos viscida,SOAP255,300149.5,4101369.1,1254,SE,4.5,293.2,41,14,NA,130,2.4,2,1,0,4 stems,721,NA,Hemisphere,0,100,long dead,,0,1
156,156,ARVI4,Arctostaphylos viscida,SOAP555,297115.3,4100912.8,77,SE,10.2,272.1,130,80,0,0,2,1,0.9,0,hemi 90 live,987,,NA,NA,NA,NA,NA,0,1
157,157,ARVI4,Arctostaphylos viscida,SOAP143,299846.6,4100418.8,1183,center,2.9,84.4,0,0,5.4,10,1.6,1.4,1.7,0,,512,NA,Cone,90,100,,,0,0
158,158,ARVI4,Arctostaphylos viscida,SOAP1343,299589.6,4100963,770,SW,2.7,75.3,25,18,NA,130,4.3,2.1,2.8,0,2 stems,1061,NA,Sphere,55,100,,,0,0
159,159,ARVI4,Arctostaphylos viscida,SOAP1515,297515.4,4101263.4,14,center,9.3,49.5,20,18,NA,130,1.3,1,1.6,0,"7 stems (dba's = 2.4, 1.8, 0.6, 5.2, 2.2, 2.3, 1.7)",1097,NA,Cone,85,100,,,0,0
160,160,ARVI4,Arctostaphylos viscida,SOAP255,300135.6,4101375.9,1243,center,8.5,253.3,18,5,NA,130,1.4,1.1,0.8,0,3 stems,710,NA,Hemisphere,0,100,long dead,,0,0
161,161,ARVI4,Arctostaphylos viscida,SOAP1563,297694.2,4101221.4,28,center,7.8,257.2,20,13,0,0,2.2,2,1.3,0.1,hemi 5 dead,1111,healthy,NA,NA,NA,NA,NA,0,0
162,162,ARVI4,Arctostaphylos viscida,SOAP1343,299602.7,4100977.2,787,center,7.5,44.8,32,28,NA,130,3.6,3.5,2.2,0,4 stems,1078,NA,Cone,85,100,,f133,0,0
163,163,ARVI4,Arctostaphylos viscida,SOAP299,297499.9,4100690,197,center,4.6,143,120,90,NA,130,1.8,1.4,1,0,stems growing under litter before emerging,836,NA,Hemisphere,100,100,,,0,0
164,164,ARVI4,Arctostaphylos viscida,SOAP1611,297435.3,4100571.3,63,center,9.6,254,4,8,0,0,1,1,1.3,0,cone 75 live,1129,,NA,NA,NA,NA,NA,0,0
165,165,ARVI4,Arctostaphylos viscida,SOAP1695,299188.6,4100961.8,119,center,9.8,105.5,70,62,0,0,4.2,4,3.3,0,f142 sphere 80 live,1178,,NA,NA,NA,NA,NA,0,0
166,166,ARVI4,Arctostaphylos viscida,SOAP1695,299181.5,4100970.3,131,center,6.4,21.5,9,11,NA,130,1.6,1.2,1.8,-1.3,,1190,NA,Cone,90,100,,,0,0
167,167,ARVI4,Arctostaphylos viscida,SOAP63,299806.5,4101030.3,905,center,10.5,313.7,9,7,NA,130,3.1,2.5,1.1,0,2 stems,215,NA,Hemisphere,0,100,dead,,0,0
168,168,ARVI4,Arctostaphylos viscida,SOAP255,300147.9,4101370.5,1250,center,8.9,152,29,18,NA,130,1.3,0,5.1,4.3,3 stems,717,NA,Hemisphere,0,100,long dead,,0,0
169,169,ARVI4,Arctostaphylos viscida,SOAP555,297127.1,4100912.4,80,SE,1.6,90.7,58,52,0,0,4,4,1.4,0,hemi 0 live,990,snag,NA,NA,NA,NA,NA,0,1
170,170,ARVI4,Arctostaphylos viscida,SOAP283,297778.9,4101202.6,50,center,6.5,138.4,3,2,0,0,0.7,1,0.7,0,cone 90 live,813,,NA,NA,NA,NA,NA,0,0
171,171,ARVI4,Arctostaphylos viscida,SOAP143,299848,4100426.1,1221,center,8.7,29.3,15,8,NA,130,1.3,0.8,1.9,0,3 stems,550,NA,Cone,95,100,,,0,0
172,172,ARVI4,Arctostaphylos viscida,SOAP1695,299170.1,4100964.7,178,center,9,271.9,15,17,NA,130,3.4,2.4,2.2,-1.6,,1237,NA,Cone,85,90,,,0,0
173,173,ARVI4,Arctostaphylos viscida,SOAP223,299296.5,4101468,991,center,6.3,158.8,39,22,NA,130,3.4,1.9,1.8,0,6 stems,670,NA,Cone,40,100,,,0,0
174,174,ARVI4,Arctostaphylos viscida,SOAP1611,297437,4100569.6,65,center,8.7,240.1,220,50,0,0,5.1,5,3.8,0,hemisphere 70 living,1131,,NA,NA,NA,NA,NA,0,0
175,175,ARVI4,Arctostaphylos viscida,SOAP1515,297509.7,4101247.9,1,center,9.6,171.9,27,7,8.5,1,1.8,1.2,-0.8,-1.9,"single stem, partially runing on ground",1084,NA,Cone,95,100,,,0,0
176,176,ARVI4,Arctostaphylos viscida,SOAP1611,297450.9,4100580.7,68,center,9.3,43.1,49,33,0,0,2.2,2,1,0,hemi 0 live,1134,snag,NA,NA,NA,NA,NA,0,0
177,177,ARVI4,Arctostaphylos viscida,SOAP1695,299182.8,4100972.3,130,center,8.7,24.9,28,27,NA,130,5.1,3.8,2,-1.3,,1189,NA,Sphere,60,100,,,0,0
178,178,ARVI4,Arctostaphylos viscida,SOAP555,297123.6,4100914.3,75,SE,2.7,316.4,7,6,0,0,1.3,1,0.8,0,hemi 99 live,985,,NA,NA,NA,NA,NA,0,0
179,179,ARVI4,Arctostaphylos viscida,SOAP555,297123.2,4100913.4,74,SE,2.5,293.9,110,90,0,0,1.9,1,0.9,0,hemi 90 live,984,,NA,NA,NA,NA,NA,0,0
180,180,ARVI4,Arctostaphylos viscida,SOAP299,297499.5,4100691.6,198,center,3.1,131.4,125,77,NA,130,2,1.9,1.1,0,stems arising under litter,837,NA,Hemisphere,100,100,,,0,0
181,181,ARVI4,Arctostaphylos viscida,SOAP255,300145.5,4101375.5,1268,center,3.4,146.9,19,12,NA,130,2.4,1.5,1.3,0,2 stems,735,NA,Cone,0,100,long dead,,0,0
182,182,ARVI4,Arctostaphylos viscida,SOAP1695,299181.8,4100957.7,111,center,7.2,157.9,23,13,0,0,1.7,2,2.2,0,sphere 80 live,1170,,NA,NA,NA,NA,NA,0,0
183,183,ARVI4,Arctostaphylos viscida,SOAP143,299850.2,4100423.6,1213,center,8.3,52,8,6,NA,130,0.5,0.5,0.9,0,3 stems,542,NA,Cone,95,100,,,0,0
184,184,ARVI4,Arctostaphylos viscida,SOAP143,299849.6,4100424.7,1220,center,8.6,43.6,18,12,NA,130,0.8,0.5,0.9,0,6 stems,549,NA,Sphere,95,100,,,0,0
186,186,ARVI4,Arctostaphylos viscida,SOAP143,299844.8,4100412.4,1158,center,6.2,169.7,0,0,18.3,130,3.5,3,3,-1.6,huge,487,NA,Cone,0,100,dead w branches,,0,0
187,187,ARVI4,Arctostaphylos viscida,SOAP1515,297509.7,4101261.7,21,center,4.5,18,17,15,NA,130,1.4,1.3,1,0,"5 stems (dba's = 3.8, 1.9, 3.9, 1.0, 1.9)",1104,NA,Sphere,95,100,mostly dead w some brown/green lvs,,0,0
188,188,ARVI4,Arctostaphylos viscida,SOAP139,297036.7,4100088.2,314,SW,5.2,31.4,0,0,1.9,10,0.9,0.5,1.3,0,,337,NA,Cone,95,100,,,0,0
189,189,ARVI4,Arctostaphylos viscida,SOAP1563,297692.5,4101230.9,45,NW,2.2,172.8,2,2,0,0,0.6,0,0.6,0,100 dead cone,1128,dead,NA,NA,NA,NA,NA,0,0
190,190,ARVI4,Arctostaphylos viscida,SOAP1695,299182.1,4100973.9,129,center,10,17.1,13,21,NA,130,1.5,1.4,2.6,-1.5,,1188,NA,Cone,55,100,,,0,0
191,191,ARVI4,Arctostaphylos viscida,SOAP139,297049.9,4100100.8,419,center,8.2,356,0,0,3.3,10,0.9,0.7,1.7,0,,442,NA,Cone,20,100,,,0,0
192,192,ARVI4,Arctostaphylos viscida,SOAP63,299805.5,4101029.5,907,center,10.7,306.6,37,32,NA,130,5,3.6,2.1,-1.8,5 stems,217,NA,Hemisphere,60,100,,,0,0
193,193,ARVI4,Arctostaphylos viscida,SOAP991,299142.8,4101472.9,919,SW,6.9,76.8,0,0,8.2,10,1.4,1,0.5,0,,995,NA,Hemisphere,0,100,dead,,0,0
194,194,ARVI4,Arctostaphylos viscida,SOAP555,297116.3,4100912.8,76,SE,9.2,272.4,130,90,0,0,1.7,1,0.8,0,f115 hemi 55 live,986,,NA,NA,NA,NA,NA,0,1
195,195,ARVI4,Arctostaphylos viscida,SOAP255,300146,4101370.1,1249,center,8.6,164.3,21,18,NA,130,4.1,2.6,1.7,0,2 stems,716,NA,Hemisphere,0,100,long dead,,0,0
196,196,ARVI4,Arctostaphylos viscida,SOAP1343,299587.7,4100962.5,771,SW,0.7,74.5,0.9,0.5,NA,130,4.3,3.6,2.4,0,4 stems,1062,NA,Hemisphere,70,100,,,0,0
197,197,ARVI4,Arctostaphylos viscida,SOAP1515,297510.3,4101248,3,SW,12,89.3,18,10,NA,130,1.7,1.1,1.4,0,"2 stems (ddh's= 4.2, 4.2)",1086,NA,Cone,90,100,,,0,0
198,198,ARVI4,Arctostaphylos viscida,SOAP1611,297435,4100569.8,64,center,10.4,246.3,16,32,0,0,2.1,4,4.2,0,hemi 75 living,1130,,NA,NA,NA,NA,NA,0,0
199,199,ARVI4,Arctostaphylos viscida,SOAP223,299296.3,4101479,1017,center,5.5,22.4,52,34,NA,130,6,4.5,1.3,0,4 stems,696,NA,Hemisphere,0,100,dead,,0,0
200,200,ARVI4,Arctostaphylos viscida,SOAP255,300151.1,4101384.4,1290,center,9.6,50.8,0,0,0.5,10,0.1,0.1,0.6,0,,757,NA,Cone,100,100,,,0,0
201,201,ARVI4,Arctostaphylos viscida,SOAP143,299849.3,4100426.4,1219,center,9.7,35.3,40,32,NA,130,1.2,1.1,1.7,0,6 stems,548,NA,Cone,100,100,,,0,0
202,202,ARVI4,Arctostaphylos viscida,SOAP63,299804.9,4101032.1,906,center,12.9,314.6,50,11,NA,130,2.6,2.5,2.8,0,3 stems,216,NA,Hemisphere,75,100,,,0,0
203,203,ARVI4,Arctostaphylos viscida,SOAP1695,299179.6,4100955.8,110,center,8.6,176.5,8,4,0,0,1.5,1,1.6,0,sphere 70 live,1169,,NA,NA,NA,NA,NA,0,0
204,204,CADE27,Calocedrus decurrens,SOAP331,297061.3,4100591.7,462,center,9.4,137.7,0,0,2,130,0.7,0.6,1.2,0,,884,NA,,100,100,,,0,0
205,205,CADE27,Calocedrus decurrens,SOAP331,297061.2,4100591.5,463,center,9.5,138.6,0,0,17.8,130,3.5,3.2,6.7,-1.6,,885,NA,,100,100,,,0,0
206,206,CADE27,Calocedrus decurrens,SOAP331,297062.5,4100590.7,464,center,10.9,136.4,0,0,15,130,2.6,1.7,4.4,-1.6,,886,NA,,0,100,dead w branches,,0,0
207,207,CADE27,Calocedrus decurrens,SOAP331,297064.5,4100589.7,465,SE,2.1,323.8,0,0,17,130,3.4,3,7.1,-1.3,,887,NA,,100,100,,,0,0
208,208,CADE27,Calocedrus decurrens,SOAP331,297063.8,4100591,466,SE,3.5,326.8,0,0,1.8,10,0.7,0.4,1.2,0,,888,NA,,0,100,dead w branches,,0,0
209,209,CADE27,Calocedrus decurrens,SOAP139,297041.6,4100096.2,412,center,9.6,291.6,0,0,0.5,130,0.2,0.2,0.5,0,,435,NA,,100,100,,,0,0
210,210,CADE27,Calocedrus decurrens,SOAP331,297064.5,4100592.6,468,SE,4.7,345.7,0,0,12.9,130,2.8,2.4,4.1,-1.3,,890,NA,,100,100,,,0,0
211,211,CADE27,Calocedrus decurrens,SOAP331,297063.7,4100593.3,469,center,10.2,121.2,0,0,23,130,4,3.9,6.7,-1.6,,891,NA,,100,100,,,0,0
212,212,CADE27,Calocedrus decurrens,SOAP95,298709.1,4100852.6,706,center,7.7,66.3,0,0,13,130,3.4,3.2,4.4,-2.7,,269,NA,,100,100,,,0,0
213,213,CADE27,Calocedrus decurrens,SOAP331,297063.5,4100595,471,center,9.3,112.7,0,0,22.5,130,5.1,3.7,7.2,-1.4,,893,NA,,100,100,,,0,0
214,214,CADE27,Calocedrus decurrens,SOAP187,297533,4100554.9,294,center,5.2,354.3,0,0,1.9,10,0.6,0.8,1.3,0,,648,NA,,0,100,dead w branches,,0,0
215,215,CADE27,Calocedrus decurrens,SOAP331,297064.4,4100597.3,473,center,9.5,97.8,0,0,3.2,130,0.9,0.9,2,0,,895,NA,,0,100,dead w branches,,0,0
216,216,CADE27,Calocedrus decurrens,SOAP1343,299602.4,4100981.6,783,center,10.9,27.1,0,0,5.4,10,0.8,0.8,0.7,0,,1074,NA,Sphere,100,100,,,0,0
217,217,CADE27,Calocedrus decurrens,SOAP331,297061.5,4100598.1,475,center,6.6,94.3,0,0,5.5,130,1.8,1.8,2,0,,897,NA,,100,100,,,0,0
218,218,CADE27,Calocedrus decurrens,SOAP331,297059.2,4100597.4,476,center,4.4,105.4,0,0,14.2,130,2.7,2.5,5.9,-1.8,,898,NA,,100,100,,,0,0
219,219,CADE27,Calocedrus decurrens,SOAP331,297058.8,4100598.5,477,center,3.9,92.1,0,0,3.6,130,0.4,5,2,0,,899,NA,,0,100,dead w few branches,,0,0
220,220,CADE27,Calocedrus decurrens,SOAP331,297058.5,4100598.6,478,center,3.6,90.8,0,0,22,130,4,2.9,9.5,-1.9,,900,NA,,100,100,,,0,0
221,221,CADE27,Calocedrus decurrens,SOAP95,298705.9,4100854.1,715,center,6,39.8,0,0,10.4,130,4.9,1.4,1.2,-1.5,,278,NA,,0,100,extreme leaner dead w branches,,0,0
222,222,CADE27,Calocedrus decurrens,SOAP331,297058.1,4100597.5,480,center,3.3,108.8,0,0,13.8,130,2.6,2.3,7.5,-1.5,,902,NA,,100,100,,,0,0
223,223,CADE27,Calocedrus decurrens,SOAP331,297058.1,4100597.3,481,center,3.4,112.4,0,0,6.7,130,0,0,2.8,0,,903,NA,,0,100,dead no branches,,0,0
224,224,CADE27,Calocedrus decurrens,SOAP331,297057.8,4100596.2,482,center,3.7,130.3,0,0,21.6,130,3.6,2.5,9.7,-1.4,,904,NA,,100,100,,,0,0
225,225,CADE27,Calocedrus decurrens,SOAP331,297057.1,4100594.1,483,center,5,154.4,0,0,13,130,2.2,2,3.7,-1.7,,905,NA,,0,100,dead w branches,,0,0
226,226,CADE27,Calocedrus decurrens,SOAP139,297043,4100091.2,429,center,7.6,259.3,0,0,0.4,10,0.3,0.3,0.6,0,,452,NA,,100,100,,,0,0
227,227,CADE27,Calocedrus decurrens,SOAP331,297059.9,4100595.5,485,center,5.8,121.9,0,0,1.8,10,0.5,0.5,0.7,0,,907,NA,,0,100,dead w branches,,0,0
228,228,CADE27,Calocedrus decurrens,SOAP139,297034.1,4100089.7,310,SW,5.9,1.1,0,0,3,130,2.1,1.9,2.4,0,,333,NA,,100,100,,,0,0
229,229,CADE27,Calocedrus decurrens,SOAP139,297034,4100089.6,311,SW,5.8,0.2,0,0,13.3,130,3,2.9,4.6,-0.6,,334,NA,,100,100,,,0,0
230,230,CADE27,Calocedrus decurrens,SOAP331,297054.9,4100599,488,center,0.4,0.6,0,0,5.8,130,NA,0,3.3,0,,910,NA,,0,100,dead w no branches top snapped,,0,0
231,231,CADE27,Calocedrus decurrens,SOAP331,297055.4,4100600.4,489,center,1.8,14.2,0,0,15.9,130,2.6,2,5.6,-1.6,,911,NA,,100,100,damaged top snapped,,0,0
232,232,CADE27,Calocedrus decurrens,SOAP331,297055.8,4100599.9,490,center,1.6,33.1,0,0,18.7,130,2.4,2.4,7.9,-1.2,,912,NA,,100,100,,,0,0
233,233,CADE27,Calocedrus decurrens,SOAP95,298701.9,4100853.1,727,center,3.6,357.6,0,0,6.7,130,1.3,1.4,2.9,0,,290,NA,,0,100,dead w branches,,0,0
234,234,CADE27,Calocedrus decurrens,SOAP95,298702.1,4100853.9,728,center,4.4,1.4,0,0,8.5,130,3.3,1.7,1.4,0,,291,NA,,100,100,extreme leaner bent into m3,,0,0
235,235,CADE27,Calocedrus decurrens,SOAP143,299836.3,4100413.1,134,center,9.2,233.9,0,0,39.7,130,6,5.9,18.5,-1.2,,461,NA,,100,100,,,0,0
236,236,CADE27,Calocedrus decurrens,SOAP139,297039.7,4100086.7,318,SW,6.4,63.1,0,0,24,130,5.9,5,9.4,-1.9,,341,NA,,100,100,,,0,0
237,237,CADE27,Calocedrus decurrens,SOAP43,297068.4,4100715.9,616,center,11.4,132.4,0,0,9.9,130,3,2.8,2.9,0,,55,NA,,100,100,,,0,0
238,238,CADE27,Calocedrus decurrens,SOAP331,297057.7,4100602.8,496,center,5,33.1,0,0,3.8,10,1.1,0.6,1.4,0,,918,NA,,100,100,,,0,0
239,239,CADE27,Calocedrus decurrens,SOAP139,297054.9,4100083.1,321,center,10.5,155.3,0,0,1.2,130,0.9,0.8,120,0,,344,NA,,0,100,dead w branches,,0,1
240,240,CADE27,Calocedrus decurrens,SOAP331,297059.5,4100602.5,498,center,6,49.8,0,0,1.8,10,0.5,0.6,0.7,0,,920,NA,,100,100,,,0,0
241,241,CADE27,Calocedrus decurrens,SOAP139,297055.5,4100083.5,323,center,10.4,151.3,0,0,3.4,130,1.2,1.1,3.3,0,,346,NA,,0,100,dead w branches,,0,1
242,242,CADE27,Calocedrus decurrens,SOAP139,297055,4100083.8,324,center,9.9,153.2,0,0,2.4,130,1,0.9,2.7,0,,347,NA,,0,100,dead w branches,,0,1
243,243,CADE27,Calocedrus decurrens,SOAP139,297054.4,4100084.2,325,center,9.3,155.4,0,0,1.3,130,1,0.9,1.8,0,,348,NA,,0,100,dead w branches,,0,1
244,244,CADE27,Calocedrus decurrens,SOAP139,297055.3,4100084.5,326,center,9.5,149.4,0,0,1.8,130,0.9,0.8,2.4,0,,349,NA,,0,100,dead w branches,,0,1
245,245,CADE27,Calocedrus decurrens,SOAP139,297054.8,4100084.6,327,center,9.1,151.6,0,0,1.4,130,0.9,1.2,2,0,,350,NA,,0,100,dead w branches,,0,1
246,246,CADE27,Calocedrus decurrens,SOAP331,297060.6,4100603.1,504,center,7.2,51.6,0,0,4.4,10,1.1,0.9,1.4,0,,926,NA,,100,100,,,0,0
247,247,CADE27,Calocedrus decurrens,SOAP95,298693.8,4100857.7,741,center,11.6,315,0,0,1.2,10,0.3,0.3,0.9,0,,304,NA,,100,100,,,0,0
248,248,CADE27,Calocedrus decurrens,SOAP331,297062.3,4100603.4,506,center,8.8,57.2,0,0,6,10,1.4,0.9,1.6,0,,928,NA,,100,100,,,0,0
249,249,CADE27,Calocedrus decurrens,SOAP95,298693.5,4100858.3,743,center,12.2,315.9,0,0,1.3,10,0.5,0.4,0.8,0,,306,NA,,100,100,,,0,0
250,250,CADE27,Calocedrus decurrens,SOAP95,298693.3,4100858.7,744,center,12.7,316.5,0,0,1.5,10,0.6,0.5,0.8,0,,307,NA,,100,100,,,0,0
251,251,CADE27,Calocedrus decurrens,SOAP331,297063.5,4100602.6,509,center,9.4,65.1,0,0,18.2,130,2.8,2.4,5.1,-1.9,,931,NA,,100,100,,,0,0
252,252,CADE27,Calocedrus decurrens,SOAP331,297063.8,4100602.8,510,center,9.8,64.5,0,0,2.3,10,0.6,0.4,0.9,0,,932,NA,,0,100,dead w branches,,0,0
253,253,CADE27,Calocedrus decurrens,SOAP139,297058.8,4100088.5,335,center,9.3,116.7,0,0,1.8,10,0.8,0.6,1.5,0,,358,NA,,0,100,dead w branches,,0,1
254,254,CADE27,Calocedrus decurrens,SOAP139,297059.2,4100088.9,336,center,9.5,113.2,0,0,1.7,130,1,0.7,2.1,0,,359,NA,,0,100,dead w branches,,0,1
255,255,CADE27,Calocedrus decurrens,SOAP139,297059.2,4100089.4,337,center,9.3,110.4,0,0,2.7,130,1,1.2,2.7,0,,360,NA,,0,100,dead w branches,,0,1
256,256,CADE27,Calocedrus decurrens,SOAP331,297061.8,4100601.2,514,center,7.3,69.5,0,0,5.8,10,1.3,1.4,1.7,0,,936,NA,,100,100,,,0,0
257,257,CADE27,Calocedrus decurrens,SOAP187,297529.2,4100554.3,216,SW,8.9,24.1,0,0,2.3,10,0.8,0.7,1,0,,570,NA,,0,100,dead w branches,,0,0
258,258,CADE27,Calocedrus decurrens,SOAP139,297058,4100091,340,center,7.7,102.6,0,0,3.7,130,1.9,1.8,3.1,0,,363,NA,,100,100,,,0,1
259,259,CADE27,Calocedrus decurrens,SOAP139,297056.3,4100091.5,341,center,5.9,101,0,0,1.9,130,1.6,1.3,2,0,,364,NA,,100,100,,,0,1
260,260,CADE27,Calocedrus decurrens,SOAP139,297059.4,4100091.5,342,center,9,97.2,0,0,6,130,2.1,2.4,1.3,-2.4,,365,NA,,100,100,,,0,1
261,261,CADE27,Calocedrus decurrens,SOAP187,297529.3,4100551.5,220,SW,6.5,35,0,0,2.5,130,0.9,1.1,2.1,0,,574,NA,,0,100,dead w branches,,0,0
262,262,CADE27,Calocedrus decurrens,SOAP187,297530.7,4100551.2,221,SW,7.2,45.8,0,0,3.3,10,0.7,0.8,1.3,0,,575,NA,,0,100,dead w branches,,0,0
263,263,CADE27,Calocedrus decurrens,SOAP139,297055.1,4100090.4,345,center,5.1,115.6,0,0,2.5,130,1.2,1.1,2.3,0,,368,NA,,0,100,dead w branches,,0,1
264,264,CADE27,Calocedrus decurrens,SOAP139,297059.9,4100093.3,346,center,9.4,85.9,0,0,1.8,130,0.6,0.5,1.2,0,,369,NA,,0,100,dead w branches,,0,1
265,265,CADE27,Calocedrus decurrens,SOAP139,297059.6,4100093.8,347,center,9.2,83.1,0,0,2.9,10,0.6,0.7,1,0,,370,NA,,0,100,dead w branches,,0,1
266,266,CADE27,Calocedrus decurrens,SOAP139,297060.2,4100094.3,348,center,9.8,80.2,0,0,3.4,10,0.8,0.6,1,0,,371,NA,,0,100,dead w branches,,0,1
267,267,CADE27,Calocedrus decurrens,SOAP139,297058.4,4100094.2,349,center,8,78.9,0,0,3.6,130,1.4,1.7,2.8,0,,372,NA,,100,100,,,0,1
268,268,CADE27,Calocedrus decurrens,SOAP139,297058.9,4100093.1,350,center,8.4,87.1,0,0,6.6,130,2.4,2.1,3.9,0,,373,NA,,100,100,,,0,1
269,269,CADE27,Calocedrus decurrens,SOAP139,297056.7,4100092.9,351,center,6.2,88,0,0,9.5,130,3.4,3,3.1,-1.9,,374,NA,,100,100,,,0,1
270,270,CADE27,Calocedrus decurrens,SOAP187,297525.3,4100542.6,229,center,10.9,229.3,0,0,2.3,130,0.6,0.9,1.7,0,,583,NA,,0,100,dead w branches,,0,1
271,271,CADE27,Calocedrus decurrens,SOAP187,297527.8,4100558.9,230,center,10.9,327.9,0,0,1.6,130,0.6,0.5,1.3,0,,584,NA,,0,100,dead w branches,,0,0
272,272,CADE27,Calocedrus decurrens,SOAP187,297526.5,4100541.5,231,center,10.8,220.9,0,0,2.6,10,0.6,0.5,1.3,0,,585,NA,,0,100,dead w branches,,0,1
273,273,CADE27,Calocedrus decurrens,SOAP187,297526.5,4100543.5,232,center,9.4,228.4,0,0,2.8,130,1,0.9,1.9,0,,586,NA,,0,100,dead w branches,,0,1
274,274,CADE27,Calocedrus decurrens,SOAP187,297527.9,4100541.9,233,center,9.6,216.1,0,0,1.8,130,0.7,0.5,1.4,0,,587,NA,,0,100,dead w branches,,0,1
275,275,CADE27,Calocedrus decurrens,SOAP187,297528.3,4100541.9,234,center,9.4,214,0,0,2.3,130,0.5,0.5,1.4,0,,588,NA,,0,100,dead w branches,,0,1
276,276,CADE27,Calocedrus decurrens,SOAP139,297053,4100097,358,center,5,30.5,0,0,2.9,10,0.8,1.1,1.6,0,,381,NA,,0,100,dead w branches,,0,0
277,277,CADE27,Calocedrus decurrens,SOAP139,297052.4,4100095.9,359,center,3.8,30.1,0,0,6.3,130,2.3,1.9,2.5,-1.8,,382,NA,,100,100,,,0,0
278,278,CADE27,Calocedrus decurrens,SOAP139,297053,4100098.7,360,center,6.5,22.3,0,0,2.1,130,1.3,1.7,2.1,0,,383,NA,,100,100,,,0,0
279,279,CADE27,Calocedrus decurrens,SOAP187,297530.1,4100541,238,center,9.4,201.5,0,0,2,130,0.8,0.8,1.4,0,,592,NA,,0,100,dead w branches,,0,1
280,280,CADE27,Calocedrus decurrens,SOAP187,297530.8,4100541.4,239,center,8.7,198.1,0,0,7.4,130,1.9,1.5,1.3,-2.2,,593,NA,,100,100,,,0,1
281,281,CADE27,Calocedrus decurrens,SOAP139,297051.3,4100100.1,363,center,7.5,6.2,0,0,0.9,10,0.4,0.3,0.7,0,,386,NA,,100,100,,,0,0
282,282,CADE27,Calocedrus decurrens,SOAP139,297050.9,4100100.1,364,center,7.5,2.6,0,0,2.4,10,0.8,0.9,1.2,0,,387,NA,,100,100,,,0,0
283,283,CADE27,Calocedrus decurrens,SOAP139,297050.9,4100100.2,365,center,7.6,3.3,0,0,1.2,10,0.5,0.7,0.6,0,,388,NA,,100,100,,,0,0
284,284,CADE27,Calocedrus decurrens,SOAP187,297533.3,4100547.3,243,center,2.4,186.5,0,0,2.4,10,0.4,0.4,0.9,0,,597,NA,,0,100,dead w branches,,0,0
